Date,Open,High,Low,Close,Volume,Adj Close
2016-12-05,110.0,110.029999,108.25,109.110001,34037300,109.110001
2016-12-06,109.5,110.360001,109.190002,109.949997,26075900,109.949997
2016-12-07,109.260002,111.190002,109.160004,111.029999,29853000,111.029999
2016-12-08,110.860001,112.43,110.599998,112.120003,26818500,112.120003
2016-12-09,112.309998,114.699997,112.309998,113.949997,34274100,113.949997
2016-12-12,113.290001,115.0,112.489998,113.300003,26149100,113.300003
2016-12-13,113.839996,115.919998,113.75,115.190002,43167500,115.190002
